url,title,date,thumbnail,content,celebrity,relevance_score,relevance_reason,source,headline,subheading
https://www.koreaherald.com/article/10451096,What makes 'When Life Gives You Tangerines' globally popular?,2025-03-30,https://wimg.heraldcorp.com/news/cms/2025/03/30/news-p.v1.20250327.ed0d533746c4440b96f3d364af02da07_T1.jpg?type=h&h=240,"Experts cite series' theme, pacing, motifs as reminiscent of literary classics 'The Little Princess,' 'Daddy-Long-Legs'
Netflix Korea's latest sensation, ""When Life Gives You Tangerines,"" was officially the platform's most popular non-English series as of Friday.
The series, which traces the turbulent lives of the characters in Korea from the 1960s to present day, is making waves globally — a feat that carries unique significance compared to other global Korean hits such as ""Squid Game"" and ""The Glory.""
Unlike its megahit predecessors, ""When Life Gives You Tangerines"" is deeply rooted in Korean culture and history, showcasing traditional customs, gender roles of the 1960s and rural life on Jeju Island.
Characters speak in heavy dialects and the narrative is rich with cultural references, such as the ""haenyeo,"" or female divers who harvest seafood from the ocean, and old Korean songs that serve as its soundtrack in accordance with the show’s timeline.
Small details in scenes, such as women boarding ships being considered taboo and the belief that women should not place their shoes on the doorstep, also reflect deep-rooted Korean superstitions.
""It's amazing,"" said Park Bo-gum, the Hallyu star playing the younger version of the two leads in the series, in a group interview March 24, when asked about what he thought about the series' success on the global charts. The series, which premiered March 7, had reached the No. 2 spot on Netflix's non-English series chart in the third week of March.
""It's fascinating and surprising that stories of human connections and family, infused with Korean sentiment, can resonate even in (other) countries,"" he said.
On paper, such deeply Korean elements might seem challenging for international audiences to connect with.
While star power may have contributed to the series' global success — with Hallyu stars Lee Ji-eun (better known as singer IU) and Park Bo-gum leading the cast — fans point to the drama's universal themes of love and family to explain its appeal.
Nadia, 27, a white-collar worker in New York, shared how the smallest details resonated with her.
""There are many scenes that remind me of my parents, which keep me invested in the series,"" she said. ""Moments as simple as my parents refusing to spend the money I send them hit close to home, making me see the characters' stories as my own.""
Sid Patel, 26, a graduate student in India, found the drama series refreshing for its blend of unfamiliar cultural elements and relatable family narratives.
""I love watching K-drama, but I knew little about Jeju Island or Korean traditions before this. Seeing them interwoven into a story I could personally relate to — especially parents sacrificing everything so that their children can achieve what they dream — made for a unique viewing experience,"" he said.
Experts add that the universally resonating themes being conveyed through impeccable pacing further contributes to the show's popularity.
""Family dramas hold the greatest potential for success, regardless of nationality,"" said pop culture critic Jung Ji-ouk. ""The fact that the whole family can watch it together and that it tells a family's story gives it a sense of universality.""
""Rather than having the plot move rapidly, focusing solely on events, or dragging on like a daily drama, causing emotional exhaustion, (the series) presents emotionally impactful scenes and then offers a moment of respite before moving on to the next,"" said Park Ki-soo, a professor in the department of culture content at Hanyang University.
""After an emotional high, it ensures there’s enough space for what we call emotional aftershocks to settle. This makes the drama linger with the audience for a longer time.""
Additionally, the series employs timeless narrative motifs that resonate across cultures.
Ae-sun's journey, for instance, echoes the classic ""The Little Princess,"" the 1905 children's novel about Sara Crewe, a young girl who endures hardship and displacement after being orphaned.
""Ae-sun's journey begins with the loss of both parents, leaving her to be passed from house to house, almost like an unwanted burden,"" said Park.
""This is a very common motif. A heroine facing hardship after losing her parents echoes stories like 'The Little Princess,' naturally evoking emotional resonance,"" said Park. ""For the older generation watching this drama, such experiences were quite common in their time.""
Meanwhile, the Hanyang University professor added that Park Bo-gum's character embodies another familiar trope: the steadfast childhood friend who becomes a protector, reminiscent of the ""tall, kind uncle"" archetype from 1912 epistolary novel ""Daddy-Long-Legs,"" which continues to resonate with female audiences.
""As the universal aspect of family and the other universal codes are intertwined, there are definitely elements in ('When Life Gives You Tangerines') that people viewing from a global perspective can relate to,"" said Park.",iu,3.0,"The article mentions IU (Lee Ji-eun) briefly as part of the cast of the series ""When Life Gives You Tangerines,"" but the focus is primarily on the show's themes, cultural impact, and global appeal rather than her specific contributions as a singer, songwriter, or actress. The context is more about the drama's success and storytelling rather than IU's artistic career.",,"IU Shines in Netflix’s Global Hit ""When Life Gives You Tangerines"" – A Timeless Tale of Family and Resilience","The singer-songwriter and actress captivates audiences in a deeply Korean drama drawing comparisons to literary classics like ""The Little Princess."""
https://www.koreaherald.com/article/10444048,‘When Life Gives You Tangerines’ actor dies at 53,2025-03-18,https://wimg.heraldcorp.com/news/cms/2025/03/18/news-p.v1.20250318.7a60129d15d04e3e8b29979e10d1fc23_T1.jpg?type=h&h=240,"Kang Myung-joo's work includes 'Extraordinary Attorney Woo'
Actor Kang Myung-joo, known for her role in Netflix’s latest hit K-drama “When Life Gives You Tangerines,"" died Feb. 27 after a battle with cancer. She was 57.
Her daughter, Park Se-young, announced the news on Instagram the following day. “My mother embarked on a long journey yesterday afternoon. I would appreciate it if you could remember the stage she loved and her shining moments,” she wrote.
Kang played the mother of Yeong-bum, portrayed by Lee Jun-young, the boyfriend of protagonist Geum-myeong, played by IU, in “When Life Gives You Tangerines.”
She also played Judge Park In-young in ENA’s 2022 drama “Extraordinary Attorney Woo.”
Actor Nam Myeong-ryeol shared his condolences on Instagram. “I thought actress Kang Myung-joo could overcome her cancer and would return to the stage, but I am devastated to hear of her passing. I remember her as a person of truth and pure love,” he wrote.",iu,3.0,"The article mentions IU in passing as part of the cast of ""When Life Gives You Tangerines,"" but the focus is on the death of actor Kang Myung-joo, not IU's career as a singer, songwriter, or actress. The context is more about a co-star's passing rather than IU's professional achievements.",,"IU Co-Star Kang Myung-joo, Beloved Actress from ""Extraordinary Attorney Woo,"" Passes at 57","The singer-songwriter and actress shared the screen with Kang in the hit drama ""When Life Gives You Tangerines."""
https://www.koreaherald.com/article/10441059,"‘When Life Gives You Tangerines,’ a new addition to K-drama fascination with Jeju haenyeo",2025-03-13,https://wimg.heraldcorp.com/news/cms/2025/03/14/news-a.v1.20250314.60257f5bfc2940de9508e64a00de4a54_T1.png?type=h&h=240,"Haenyeo, Korea's female divers, have inspired several hit K-dramas
Netflix latest K-drama hit “When Life Gives You Tangerines,” starring IU and Park Bo-gum, puts a spotlight on the lives of the diving women of Jeju Island, haenyeo.
Set in 1960s Jeju Island, the drama, which premiered on March 7, has quickly gained traction, ranking sixth in global TV show viewership on the platform as of Wednesday, according to ranking site FlixPatrol. It topped the charts in 13 countries, including South Korea and several Asian and Middle Eastern nations. The original Korean title, “Boksak Sogassuda,” derived from the Jeju dialect, translates to “You’ve worked hard.”
Earlier in the series, protagonist Ae-soon’s mother, Gwang-rye, played by Yum Hye-ran, continues diving to provide for her daughter despite a debilitating lung condition, all while insisting that Ae-soon, played by IU, never follow in her footsteps. The mother dies, leaving 10-year-old Ae-soon behind. In a pivotal moment in episode 4, a now-grown-up Ae-soon confronts her in-laws, who insist that her daughter become a haenyeo.
Literally translated as ""sea woman,"" haenyeo have been a rich source of inspiration for Korean storytellers, sparking a variety of works across different art forms. Several TV dramas set in Jeju have featured haenyeo.
Last year’s JTBC drama “Welcome to Samdalri” featured haenyeo leader Go Mi-ha, played by Kim Mi-kyung, who shared the wisdom of the divers' way of life. One of her lines resonated deeply:
“There is one thing we always emphasize when training young divers: Don’t be greedy. Stay underwater only for as long as your breath allows. The sea may seem calm, but it is full of hidden dangers. When you can’t hold on any longer, return to the surface and catch your breath.”
Another drama, tvN’s “Our Blues,” also highlighted the lives of haenyeo. The omnibus series, which aired in 2022, showcased the breathtaking scenery of Jeju while depicting the intertwined stories of its residents. Actress Han Ji-min played Lee Young-ok, a first-year haenyeo who moved from the mainland to Jeju.
The 2016 film “Canola” is a human drama that tells the story of Jeju haenyeo Gye-chun, played by Youn Yuh-jung, who miraculously reunites with her granddaughter Hye-ji, played by Kim Go-eun, after 12 years. The story follows the two as they navigate life together again in Gye-chun’s home on Jeju Island.
Beyond fictional portrayals, haenyeo have also been a subject of documentaries. Released in October last year, “The Last of the Sea Women” captures the fading reality of the haenyeo community through the lives of real divers. The film premiered in the documentary section of the 49th Toronto International Film Festival and was later invited to the Busan International Film Festival. Korean American director Sue Kim, inspired by an 84-year-old haenyeo she met in Jeju, documented their lives after hearing the diver remark that they might be the last generation of haenyeo.
In real life, haenyeo's presence on Jeju Island is dwindling. According to a report from the Jeju government, the number of active haenyeo dropped to 2,838 in 2023, down from 3,226 in 2022 — a decrease of 387. This marks a sharp decline from 1970, when Jeju had over 14,000 haenyeo.",iu,5.0,"The article specifically mentions IU (아이유) as the lead actress in the K-drama ""When Life Gives You Tangerines,"" which aligns with her occupation as a singer, songwriter, and actress. The context of the article focuses on her acting role in a drama about haenyeo, which is relevant to her career in entertainment. The subject (IU) is correctly identified as a female artist, and the content matches expectations for her professional work.",,IU Shines in New K-Drama Spotlighting Korea’s Legendary Haenyeo Divers,"The multi-talented singer-songwriter and actress stars in Netflix’s “When Life Gives You Tangerines,” bringing Jeju’s diving women to global attention."
https://www.koreaherald.com/article/10434248,"'When Life Gives You Tangerines' explores love, life spanning decades",2025-03-05,https://wimg.heraldcorp.com/news/cms/2025/03/05/news-p.v1.20250305.c50855f1dce94626baa4088c801d181a_T1.jpg?type=h&h=240,"With reported W60b budget, series among biggest Netflix Korean dramas this year
One of most highly anticipated Netflix Korea series of 2025, ""When Life Gives You Tangerines,"" starring Hallyu titans Park Bo-gum and Lee Ji-eun, better known to K-pop fans as IU, is poised to move audiences with its touching exploration of life and love.
Premiering this week, the series set on Jeju Island follows the romantic narrative of Ae-soon (Lee) and Gwan-sik (Park). The series sees the characters and their relationship later in life as well, with the middle-aged roles portrayed by acclaimed actor Moon So-ri and Squid Game star Park Hae-soo, respectively.
The new series also boasts a stellar lineup behind the camera, with Lim Sang-chun of “When the Camellia Blooms” and “Fight for My Way” penning the script and director Kim Won-seok of “Misaeng,” “Signal” and “My Mister” helming the series.
Reported to have cost a whopping 60 billion won ($41 million) to produce, Kim, though unsure of the precise figures, acknowledged the significant financial and creative resources that went into the series.
""Much of the budget was allocated to the visual elements and filming-related components. We built an open set, which alone cost a substantial amount,"" he said at a press conference in Yeouido, Seoul, Wednesday.
""As the story spans decades, from the 1960s to 2025, we invested heavily in art to make it realistic, and even employed VFX (visual effects) technology to make it appear authentic,"" he added.
While the series was initially conceptualized with Korean audiences in mind, the involvement of Netflix has broadened its scope, Kim said.
""At first, I envisioned the series for a domestic audience, but once it was picked up by Netflix, I wondered how it could resonate globally,"" added Kim.
""We focused on ensuring that Korean-specific references and lines would be effectively conveyed to international viewers through accurate subtitles. I think things such as the Korean War, the plight of refugees and the 1997 financial crisis would not be difficult for international audiences to understand,"" he said.
Lee, returning to the small screen for the first time in six years since her role in ""Hotel Del Luna,"" shared that the English title of the series encapsulates the show's core essence. The title, a twist on the American adage ""When life gives you lemons, make lemonade,"" replaces lemons with Jeju Island's regional specialty.
""The English title, 'When Life Gives You Tangerines,' reflects the idea that even if life presents you with bitter tangerines, you can transform them into tangerine syrup and enjoy a warm cup of tangerine tea,"" Lee said. ""We see this drama as a warm cup of tangerine tea for our viewers, hoping it will offer a moment of calm reflection on life.""
The first four episodes of ""When Life Gives You Tangerines"" will be available for streaming on Netflix on Friday, with four new episodes releasing weekly. The series is to consist of 16 episodes unveiled over four weeks.
""I felt that if viewers binge-watched it all at once, like other Netflix dramas, they might miss the essence of this series. I made this decision hoping that audiences would savor it slowly,"" the director said, ""like picking and enjoying dried persimmons one by one.”",iu,5.0,"The article specifically mentions IU (Lee Ji-eun) as a lead actress in the Netflix series ""When Life Gives You Tangerines,"" highlighting her return to acting after six years. It aligns with her occupation as a singer-songwriter and actress, discussing her role and the show's thematic relevance. The context matches expectations for her career in entertainment.",,"IU Shines in Netflix’s Epic Romance ""When Life Gives You Tangerines""","The multi-talented singer-songwriter and actress stars in a sweeping, big-budget drama exploring love across generations."
https://www.koreaherald.com/article/10417615,"'IU is a commie.' List of politicians, celebrities spreads online with NewJeans, Han Kang",2025-02-11,https://wimg.heraldcorp.com/news/cms/2025/02/11/news-a.v1.20250211.0c621e88c43e4f32a2435672ef3ea853_T1.png?type=h&h=240,"A handwritten list by an anonymous individual accusing prominent political figures and artist groups of being ""China-friendly,"" ""pro-North Korea followers,"" ""communist party"" or ""commies"" is going viral online.
Rep. Jung Chung-rae, a four-term lawmaker of the main opposition liberal Democratic Party of Korea, shared a post on Facebook on Monday that his name had been included on the handwritten list totaling 107 names, without clarifying the origin of the list.
Jung, who had shared the post of former lawmaker Choe Kang-wook, said he was listed just after liberal former President Moon Jae-in and Democratic Party Chair Rep. Lee Jae-myung, sarcastically saying he was ""honored.""
Also on the list were K-pop celebrities, such as singer-songwriter IU, as well as K-pop groups NewJeans, now NJZ, and NMIXX.
IU and NJZ made headlines when they prepaid for food for fans who attended protests in December calling for President Yoon Suk Yeol's impeachment over the Dec. 3 martial law crisis. Kyujin of NMIXX also told her fans to keep warm at protests supporting Yoon's impeachment through a messaging service with fans.
Globally acclaimed cultural figures, such as Nobel Prize for Literature winner Han Kang, Oscar-winning director Bong Joon-ho of ""Parasite,"" ""Squid Game"" director Hwang Dong-hyuk and comedian and TV show host Yoo Jae-suk were also on the list.
Among them, Bong led the film industry's statement calling for Yoon's impeachment in December, while Hwang said just before the release of ""Squid Game"" season 2 that ""someone must bear the responsibility by being impeached or by resigning"" for intigating the martial law crisis.",iu,3.0,"The article specifically mentions IU (1) and identifies her correctly as a female singer-songwriter (3). However, the focus is not on her work as an artist but rather on a controversial political accusation (2, 4), which is unrelated to her professional career.",,"**IU Named in Viral ""Pro-North Korea"" List Amid Political Backlash**","The singer-songwriter and actress, alongside other K-pop stars, faces baseless accusations after supporting protests against President Yoon Suk Yeol."
https://www.koreaherald.com/article/10411664,Star producer Na Young-suk to create Netflix original,2025-02-04,https://wimg.heraldcorp.com/news/cms/2025/02/04/news-p.v1.20250204.570241db520247b9bf8640310da7afce_T1.jpg?type=h&h=240,"Netflix 2025 lineup includes boxing legend Manny Pacquiao in 'Physical: Asia'
Netflix unveiled its 2025 content slate on Tuesday, promising a diverse lineup spanning TV series, films and entertainment shows.
The global streaming powerhouse detailed its strategic vision at the ""Next on Netflix 2025"" press event on Tuesday, emphasizing its commitment to genre-spanning storytelling.
""In the content industry, it's easy to fall into the temptation of repeating past successes. However, that is a trap. Neither viewers nor creators want to see or make the same thing over and over again. That’s why Netflix strives to take a different path,"" said Bela Bajaria, chief content officer at Netflix, in a statement released at the event.
""Netflix is not afraid to take bold risks because surprising audiences with new challenges is in our DNA. That’s why we boldly invest in stories that are distinctive, unique and even deeply Korean.""
Kang Dong-han, vice president of Korean content at Netflix, underscored the platform's global reach and expansive audience.
""Netflix recently announced that its number of subscriber households worldwide has surpassed 300 million,"" said Kang, during the event. ""Not only us, but other streaming services have also become incredibly popular.""
Kang explained Netflix has therefore strategically opted for a diverse content slate, ensuring a viewing experience that spans multiple genres.
Among the scripted highlights for 2025, ""Melo Movie,"" starring ""Parasite"" breakout Choi Woo-sik and Park Bo-young, is set to debut on Feb. 14. The romance drama follows a film director who falls for an aspiring filmmaker.
""When Life Gives You Tangerines,"" led by global superstars Lee Ji-eun (singer IU) and Park Bo-gum, premieres March 7, chronicling a romance set on Jeju Island.
The second quarter sees the arrival of ""Mercy for None,"" an adaptation of a widely celebrated crime noir webtoon headlined by veteran actor So Ji-sub, alongside ""Karma,"" and the hotly anticipated ""Weak Hero Class 2,"" an adaptation of a popular webtoon.
""Dear Hongrang,"" a period drama delving into a precarious relationship between Lee Jae-wuk and Cho Bo-ah, is set for a second-quarter release, as is the much-awaited ""Squid Game"" season three.
The third quarter will see the premiere of the romance drama ""Love Untangled"" and the series ""Aema,"" starring Lee Ha-nee, which explores the ascent of ""Madame Aema,"" an erotic film that was hugely popular in 1980s Korea. Also slated for the third quarter are the action-thriller ""Trigger"" and the character-driven drama ""You and Everything Else,"" starring Kim Go-eun.
In the fourth quarter, celebrated screenwriter Kim Eun-sook returns with ""Genie, Make a Wish,"" a romantic comedy featuring Bae Suzy and Kim Woo-bin.
Meanwhile, ""Can This Love Be Translated?,"" a romance drama starring Go Youn-jung and Kim Seon-ho, and ""The Price of Confession,"" a high-stakes thriller starring Kim Go-eun and Jeon Do-yeon, are set to close the year.
Netflix’s roster of films for 2025 includes acclaimed director Yeon Sang-ho's ""Revelation,"" a chilling horror-thriller starring Ryu Jun-yeol.
The platform will also launch its first Korean animated film, ""Lost in Starlight,"" while ""Wall to Wall,"" a suspense-driven thriller starring Kang Ha-neul, also joins the lineup.
Other upcoming films include ""Mantis,"" a spin-off of Netflix’s hit action film ""Kill Boksoon,"" and historical action-drama ""Good News,"" featuring Seol Kyung-gu and set against the backdrop of a 1970s hijacking.
The fourth quarter will see the arrival of ""The Great Flood,"" a disaster blockbuster starring Kim Da-mi and Park Hae-soo, alongside ""Cashero,"" an adaptation of the popular Kakao webtoon.
Netflix Korea, whose entertainment shows recently achieved breakout success, is returning with sequels to its major hits.
The streaming giant confirmed that star producer Na Young-suk will be spearheading a new Netflix entertainment series, though details on its premiere and format remain under wraps.
Adding to the entertainment show slate, the second season of ""The Devil’s Plan"" is confirmed for a second-quarter debut. Netflix revealed that the world-renowned Go master Lee Se-dol will participate in the new season of the reality game show.
The fourth quarter will introduce ""Physical: Asia,"" featuring contestants in an international physical showdown. Among the high-profile participants is the legendary Filipino boxer Manny Pacquiao.
Meanwhile, the hit cooking survival competition ""Culinary Class Wars"" returns for season two in the fourth quarter, with original judges Paik Jong-won and Ahn Sung-jae returning to the show.
Netflix Korea further announced that the hit documentary show ""In the Name of God: A Holy Betrayal,"" which shook the nation in 2023, will return with a second season titled ""The Echoes of Survivors: Inside Korea’s Tragedies."" Details about the show have not been disclosed.",iu,4.0,"The article specifically mentions IU (Lee Ji-eun) in the context of her upcoming drama ""When Life Gives You Tangerines,"" aligning with her work as an actress. However, it does not focus on her music career (singer/songwriter), and the broader article covers Netflix's 2025 lineup, not exclusively IU.",,"IU Shines in Netflix’s 2025 Romance Drama ""When Life Gives You Tangerines""","The multi-talented singer-songwriter and actress IU stars alongside Park Bo-gum in a heartwarming Jeju Island love story, part of Netflix’s bold 2025 lineup."
https://www.koreaherald.com/article/10405827,"Romance series starring IU, Park Bo-gum to launch March 7",2025-01-23,https://wimg.heraldcorp.com/news/cms/2025/01/23/news-p.v1.20250123.2b2d9d85f51545b7af69c8227d1bcefd_T1.jpg?type=h&h=240,"Legendary K-drama creators come together for 'When Life Gives You Tangerines'
Netflix's highly anticipated romance series ""When Life Gives You Tangerines,"" starring Hallyu sensations Lee Ji-eun (also known by her stage name IU) and Park Bo-gum, will be released March 7, the global streaming service announced Thursday. It also unveiled the series' official poster and trailer.
The series tells the story of Gwan-sik (Park) and Ae-soon (Lee) as they navigate growth and love against the picturesque backdrop of Jeju Island's seaside.
The series is penned by Lim Sang-chun, the writer behind the hit drama ""When the Camellia Blooms,"" and directed by renowned drama director Kim Won-suk, known for his K-dramas ""Misaeng"" and ""My Mister.""
The trailer, released on Netflix Korea’s official YouTube channel on Thursday, features lively, upbeat music and highlights Jeju Island’s stunning scenery. The trailer captures the warmth of Ae-soon and Gwan-sik’s tender moments alongside scenes of their more turbulent youth, portraying a relatable and heartwarming tale of young love to come.",iu,5.0,"The article specifically mentions IU (Lee Ji-eun) and focuses on her upcoming acting role in a romance series, aligning with her career as a singer-songwriter and actress. The context matches expectations for her multifaceted entertainment career.",,"IU Shines in Netflix’s New Romance ""When Life Gives You Tangerines""",The multi-talented singer-songwriter and actress stars alongside Park Bo-gum in a heartwarming tale of love and growth set on Jeju Island.
https://www.koreaherald.com/article/10402132,Korean Canadian singer faces lawsuit over alleged political activity as foreign national,2025-01-19,https://wimg.heraldcorp.com/news/cms/2025/01/19/news-p.v1.20250119.7966075d0f764f85839b60592f64a614_T1.jpg?type=h&h=240,"Musician says freedom of speech being suppressed
Korean Canadian singer JK Kim Dong-uk, also known as John Kim, said via social media on Saturday that his freedom of speech is being violated, after an internet user filed a lawsuit accusing him of engaging in political activities as a foreign national.
Kim has openly supported President Yoon Suk Yeol, who was formally arrested Sunday in connection to his declaration of martial law last month, and has called for the withdrawal of his impeachment, both online and offline.
Under the Immigration Control Act, foreign nationals residing in South Korea are prohibited from participating in political activities unless otherwise permitted by law. Violators may face orders from the Ministry of Justice to cease political activities or even deportation, though such actions are rare.
“This is the first time in my life I’ve been accused,” Kim wrote on social media. “Did I hold a large-scale rally on Jan. 3? That must be a mistake.” Kim has posted a photo of himself attending a rally in opposition to Yoon's arrest in front of the presidential residence in Hannam-dong, Seoul, on Jan. 3.
“I’m curious when South Korea, a free nation, became a country that suppresses freedom of expression,” he added.
On Friday, an internet user revealed on social platform X that JK Kim Dong-uk is expected to be accused of violating the prohibition on political activities by foreigners.
“JK Kim Dong-uk, who renounced his Korean citizenship and acquired Canadian citizenship, is considered a foreign national. According to Article 17 of the Immigration Control Act, foreigners residing in Korea are prohibited from engaging in political activities, and violation could result in penalties,” the online commenter said.
The commenter alleged that Kim repeatedly posted opposition to Yoon’s impeachment on his social media and said that the singer organized a large rally near the presidential residence on Jan. 3, sharing related content online.
Kim, who was born in Seoul, immigrated to Canada in 1992 during his sophomore year of college. While his music career is based in South Korea, his Canadian citizenship exempted him from mandatory military service and denies him voting rights in the country.
The singer has emerged as one of the most vocal supporters of Yoon in the entertainment industry, alongside singer Kim Heung-gook and actor Choi Joon-yong.
JK Kim Dong-uk has consistently criticized calls for Yoon’s impeachment, stating on social media, “The Democratic Party lacks democracy, the judiciary lacks justice, and intellectuals lack knowledge.”
After an initial temporary arrest warrant was issued for Yoon on Wednesday, Kim wrote, “The will of patriotic citizens defending freedom within the framework of the law in a constitutional state will resonate worldwide, standing in stark contrast to the pro-North Korea forces who have lost reason and disregard the law.”
The controversy has drawn attention to another celebrity, IU, who has come under fire from far-right internet users for what they say is her political involvement.
Last month, IU, who is a Korean citizen, prepaid for food and drinks at coffee shops near Yeouido in Seoul, the site of impeachment rallies against Yoon following his Dec. 3 martial law declaration. The food was distributed to rally attendees on a first-come, first-served basis.
IU’s social media accounts have since been flooded with both criticism and support from users who are divided over her actions.",iu,3.0,"The article briefly mentions IU in the context of political involvement, but the primary focus is on JK Kim Dong-uk's legal issues. IU is referenced as a Korean citizen (correct sex/occupation) and her actions are tangentially related to political rallies, but the article does not center on her career as a singer, songwriter, or actress. The context is more about political controversy than her artistic work.",,,
https://www.koreaherald.com/article/10380452,Lim Young-woong tops 'K-Brand Index' amid controversy,2024-12-31,https://wimg.heraldcorp.com/news/cms/2025/01/02/news-a.v1.20250102.4bf4cfb5293848c9aa12d90d87887168_T1.png?type=h&h=240,"Lim solidifies his position as a representative artist of Korea
Trot singer Lim Young-woong has been named the top artist in the K-Brand Index for 2024, according to the Asia Brand Research Institute on Monday.
The K-Brand Index, a big data evaluation system developed by the institute, uses a panel of experts for verification, from extracting candidate samples to selecting indices, ensuring reliability.
This year’s artist category was determined by analyzing 5.64 billion online data points collected from Jan. 1 to Nov. 30. The evaluation included the top 30 solo artists and K-pop groups based on search volume from major portal sites.
Lim secured first place in the rankings, followed by another trot singer Lee Chan-won in second, IU in third, Rose of Blackpink in fourth and Jang Won-young of Ive in fifth. Other notable mentions in the top 10 included Jennie of Blackpink, Jung Dong-won, Jimin of BTS, Ahn Yu-jin of Ive and Jungkook of BTS.
The K-Brand Index calculates scores by integrating trends, media presence, social media activity, community engagement and sentiment analysis, excluding weight biases.
""The key issues in the music industry this year can be summarized as the 'establishment of trot as a central genre' and 'independent activities by idols,'"" Ryu Won-sun, the head of the research center at the Asia Brand Research Institute, said. “Trot is no longer a temporary craze but has become a foundation of the industry, while successful solo activities by BTS members Jimin and Jungkook, and Blackpink's Rose and Jennie, have reaffirmed K-pop's global presence.""
Ryu also believed in Lim’s ability to uphold his reputation despite recent controversy surrounding his decision not to comment on President Yoon Suk Yeol’s declaration of martial law earlier this month.
“Lim Young-woong has solidified his position as a representative artist of Korea, transcending his image as a ‘natural generator of good deeds’ to form a global fandom. This was achieved despite unexpected social controversies, reflecting his unique appeal and influence,"" Ryu added.
The rankings were based solely on online data indices, with offline metrics not accounted for, according to the institute.",iu,3.0,"The article mentions IU (아이유) as the third-ranked artist in the K-Brand Index, which is relevant to her as a singer. However, the focus of the article is primarily on Lim Young-woong and the trot genre, with only passing mentions of other artists. It does not delve into IU's specific work as a songwriter or actress, nor does it provide context unique to her career.",,IU Ranks Among Korea’s Top Artists in 2024 K-Brand Index,"The multitalented singer-songwriter and actress secures third place, showcasing her enduring influence in music and beyond."
https://www.koreaherald.com/article/10032214,[What to play] Warm up your winter with tender melodies,2024-12-28,https://wimg.heraldcorp.com/news/cms/2024/12/27/news-p.v1.20241224.0ab1d9d757124482b6d2cd1d0580d938_T1.jpg?type=h&h=240,"As sidewalks freeze over, tree branches grow bare, and delicate snowflakes drift through the air, winter's chill is here. Embrace the season by enjoying winter-themed songs that capture its quiet beauty while offering warmth through heartfelt melodies and lyrics.
""The Snowman"" by Jung Seung-hwan
One of Korea's most beloved young ballad singers, Jung Seung-hwan, evokes images of a snow-covered landscape with the fairytale-like melody of “The Snowman.”
Released on Feb. 19, 2018, as a pre-release track from his first full-length album “And Spring,” the song's music video features the serene snowy scenery of Hokkaido, Japan.
Beginning with the gentle sound of bells and an acoustic guitar, the song builds layers of piano, electric guitar and synth, blending harmoniously with Jung's deeply emotional vocals.
The poetic lyrics, from the perspective of a snowman watching the passing seasons, were written by IU. The sincere wish for another's happiness leaves a lasting impression: “Even if it takes time, please be sure to find happiness.”
""Walking in the Winter"" by Yun DDanDDan
Singer-songwriter Yun DDanDDan, known for his clear, tender voice and relatable lyrics, captured the season's cold yet refreshing air in “Walking in the Winter.”
""Walking in the Winter"" is a B-side track from the singer's debut album “Fifty-Fifty,” released in 2014.
This song's bittersweet lyrics about longing and regret for a past love contrast interestingly with its cheerful melodies and bright guitar. The lyrics vividly capture the narrator's raw emotions as he walks through the cold winter streets, reminiscing about a lost relationship.
To celebrate the song's 10th anniversary, Yun recently went back to the original filming locations of the music video and recreated the shots for social media.
""Snowball"" by Bol4
Known for the purity of her voice, singer-songwriter Bol4, also known as Ahn Ji-young, captures the cozy atmosphere of winter in her song “Snowball.”
Released on Dec. 12, 2023, as one of the two main tracks on the album “Merry Go Round,” the song was written and composed by Ahn herself.
While Bol4 has often sung about the warmth and freshness of spring and summer, “Snowball” marks her first winter-themed song. The music video beautifully showcases the snowy landscapes of Sapporo, Japan.
Introducing the song, Ahn explained, “I hate using clear themes like seasons, weather and places in vague, ambiguous ways. That’s why it took a lot of courage for me to take on 'winter' this time,” emphasizing the song's significance and the warmth it exudes.",iu,3.0,"The article mentions IU as the lyricist for Jung Seung-hwan's ""The Snowman,"" which aligns with her work as a songwriter. However, the article's primary focus is on winter-themed songs by various artists, not IU herself. The context is partially relevant but not centered on her.",,IU's Heartfelt Lyrics Warm Up Winter in These Must-Listen Songs,"From penning poetic verses for Jung Seung-hwan to her own iconic discography, IU's artistry shines in these winter-themed tracks."
