title,url,date,content,thumbnail,celebrity
[Today’s K-pop] Seventeen’s Jeonghan to drop solo single,https://www.koreaherald.com/article/10401451,2025.01.17 16:36,"Jeonghan of Seventeen will release a solo single on Jan. 27, agency Pledis Entertainment announced Friday. He is to drop “Better Half (Feat. Omoinotake),” delivering his heartfelt appreciation to fans and thanking them for making him a better person. Jeonghan has been fulfilling his mandatory military duty through an alternative program as a social worker since September last year, as the first member of the 13-piece act to do so. Before enlisting, he put out “This Man” as part of a duo with Wonwoo. The album sold over 780,000 copies in the first week, setting a K-pop subunit record. For his upcoming solo effort, the singer collaborated with Japanese trio band Omoinotake, best known for “Ikunokonen.” Meanwhile, Seventeen will begin touring Southeast Asia on Saturday, visiting Bulacan in the Philippines, followed by Singapore, Jakarta in Indonesia and Bangkok. Itzy’s Yeji ready to put out 1st solo album: report Yeji of Itzy is poised to release her first solo album, according to a local media report Friday. She will be the first from the quintet to go solo. JYP Entertainment confirmed that Yeji is preparing for a solo album, but did not give out any additional specifics. Last month, she demonstrated her vocal skills singing on the original soundtrack of drama series “Love Your Enemy.” Her first solo song was “Crown on My Head,” which she wrote for the group’s eighth EP, “Born To Be,” last year. Yeji is the leader of Itzy, which debuted in 2019 with “Dalla Dalla.” The group's latest album was ninth EP “Gold,” which came out in October last year. The mini album fronted by dual focus tracks “Gold” and “Imaginary Friend” ranked No. 60 on the Billboard 200 in the US. BTS’ Jungkook, RM win music video awards Music videos for BTS members won trophies at the 2025 Clio Music Awards, Big Hit Music said Friday. The music video for Jungkook’s solo single “Seven (Feat. Latto)” won the bronze award for direction, while Megan Thee Stallion’s “Neva Play,” featuring RM, was recognized in editing. Jungkook’s “Seven” music video, starring Korean actor Han So-hee, was shortlisted for the grand prize in the film and video category at the prestigious annual award program last year, while the “Neva Play” visuals were among the nominees for the grand prize for animation this year. The former was unveiled in July last year and has amassed over 476 million views on YouTube, while the latter has about 32 million views in four months. Separately, BTS is expected to make a full comeback in the latter half of this year, as all members will be discharged from their military service by June. EXO’s D.O. to drop winter song Doh Kyungsoo, also known as D.O., of EXO surprised fans with news that he will roll out a digital single Friday. The teaser for “Snowfall at Night” included a short blurb: “As the melody plays, time slips through your fingers, and soon you’ll find yourself in a snow-blanketed hometown of yesteryear.” It also displayed an illustration of a boy and a penguin on a sled, hinting at the winter-themed ballad that will be his first seasonal song. His latest solo album was third EP “Blossom” in May last year, which topped iTunes Top Albums charts in 36 regions. In the meantime, Doh stars in “Secret: Untold Melody,” a remake of the Taiwanese film from 2007, which is to premiere in local theaters on Jan. 28. He is also set to star opposite Ji Chang-wook in “The Manipulated,” a drama series adapted from thriller film “Fabricated City.”",https://wimg.heraldcorp.com/news/cms/2025/01/17/news-p.v1.20250117.03be8a1db0c445418c37187087a05f17_T1.jpg?type=h&h=240,hansohee
[Beyond the Screen] Indie films losing ground amid shifting cinema trends,https://www.koreaherald.com/article/10018999,2024.12.16 15:10,"Actor Lee Dong-hwi, known for his indispensable supporting roles in the mega-hit blockbusters “Extreme Job” (2019) and “The Roundup: Punishment” (2024), recently starred in the independent film “Will We Get Married?,” which opened on Oct. 23. Despite a production budget of approximately 1 billion won, Lee accepted little to no payment for his work. The film’s break-even point (BEP) of 100,000 admissions was high for an indie movie. “I’ve been doing a lot of indie films because many projects struggle to launch due to production costs. By joining these projects, I can help attract investment, create jobs and support films that resonate with people,” Lee said during a promotional event for the film. Lee’s perspective highlights the challenges that indie filmmakers in South Korea face. Shrinking audiences, limited screens Korean Film Council data shows that audiences for local indie and art films reached just 1.14 million in 2023, a mere 40 percent of the pre-pandemic 2019 figures. For indie films, a break-even point of 10,000 admissions is considered strong -- comparable to the 10 million benchmark for commercial films. However, experts argue that 10,000 admissions are insufficient to recoup production costs. Out of the 103 indie and art films released this year as of October, only five surpassed 10,000 admissions: “Picnic,” “Kim Dae Jung Must Not Die,” “The Origin of Miracles,” “Ms. Apocalypse,” and “FAQ.” This is far below the success of foreign art films released during the same period, such as “Anatomy of a Fall"" (100,000), “Dogman” (47,000), and “May December” (32,000). “A 10,000-admissions BEP is symbolic and not financially viable. Indie production costs now range between 300 and 400 million won, requiring a BEP of at least 50,000 admissions to recoup expenses,” said Jo Gye-young, CEO of indie film marketing firm Feel & Film. The number of screens dedicated to indie and art films has dwindled. Currently, only 62 theaters across South Korea specialize in these films, down from 72 in 2019. The closure of historic single-screen venues like Seoul Art Cinema and Daehan Cinema has exacerbated the problem. Multiplex chains, including CGV, have also reduced their commitment to indie films, closing 14 CGV Arthouse locations in recent years. By November, only 25 remained, mostly located in or near Seoul. This limits the number of screenings per film to around 30-35 showings. “Indie films are rarely given prime-time slots or multiple daily screenings, which reduces their exposure,” said Won Seung-hwan, director of Indiespace, South Korea’s first cinema dedicated to indie and art films. According to Won, an indie film released in a theater will get 30-35 screening opportunities. “It simply means that limited screenings mean less audience interaction.” Financial struggles for indie filmmakers Lee Jae-bin, marketing team leader at Pan Cinema, an indie and art film distributor, emphasized that the Korean Film Council (KOFIC) is crucial for the industry’s distribution and production cycle. “Without KOFIC’s support, the system doesn’t function,” Lee said. Pan Cinema’s Oct. 23 release “Heavy Snow,” starring Han So-hee and Han Hae-in, faced significant challenges due to the absence of KOFIC funding. The film applied for a KOFIC subsidy but was denied, forcing a rushed release. KOFIC’s budget for indie film production fell from 11.7 billion won in 2023 to 7 billion won in 2024, and funding for animated films was eliminated. Distribution and marketing subsidies also dropped from 2.2 billion to 1.4 billion won. “Marketing fees alone, which include posters, press conferences, online promotion and event moderation, typically cost 50-100 million won,” Lee explained. “Limited promotion means fewer viewers.” “Heavy Snow” attracted around 4,800 viewers in its first week. Audience preferences and streaming trends The pandemic reshaped how people engage with movies. Professor Noh Cheol-hwan of Myungji University explained that moviegoers are now more selective, prioritizing convenience and cost. “People don’t want to make the wrong choice, so they prefer films that are popular or highly recommended. Streaming has made it easier to watch movies at home, prompting many to question whether a trip to the theater is worth it,” Noh said. “They prefer to save time and money much more aggressively than the generations before. They value their time and money, so they question whether it’s really worth their day to go all the way to the movie theater, buy tickets and popcorn, and spend some 50,000 won on an experience at the cinema.” This shift has led distributors to become more selective in their film choices, focusing on titles that appeal to specific fanbases. “In the past, we imported films with critical acclaim, but now audiences only watch what interests them. Marketing doesn’t guarantee success; people seek out the films they’re drawn to,” said Kim Si-nae, CEO of AUD, a film import and distribution company. Kim pointed to the success of “The Notebook,” which, despite being a 2004 release, attracted 164,000 viewers when it reopened in theaters in October 2024. “This film is seen as a romantic classic with strong word-of-mouth appeal. It shows that people are willing to pay for movies they deem worthwhile, even if they’re older,” Kim said. Adapting and expanding Kim, who has been in the industry for more than 20 years, believes the changes in audience behavior are not temporary. She has begun expanding her business into production, a rare move for a mid-sized distributor. “Large studios may have the resources to endure these challenges, but smaller distributors need to adapt,” Kim said. Kim’s company is currently working on its first production in collaboration with the directors of the 2023 documentary “Kim’s Video,” Ashley Sabin and David Redmon. She hopes to show that creativity and adaptation can open new pathways for the industry. “My goal has always been to bring heartwarming movies to audiences. While there are more ways to watch films now, it’s important to introduce diverse kinds of stories.” South Korea’s cinema industry was impacted significantly by the COVID-19 pandemic. The pandemic not only reduced theater attendance, it also transformed how distributors and production companies operate. The influx of content on streaming platforms and rising production costs have intensified these challenges. The Korea Herald discusses these issues with industry professionals in a two-part series. — Ed.",https://wimg.heraldcorp.com/content/default/2024/12/16/20241216050032_0.jpg?type=h&h=240,hansohee
"'Heavy Snow,' Han So-hee's big screen debut, examines stereotypes of beauty",https://www.koreaherald.com/article/3491941,2024.10.11 18:52,"""Heavy Snow,"" exploring a fragile yet beautiful romance budding between two friends, examines societal perceptions faced by those with striking physical beauty. “Heavy Snow” follows aspiring actor Soo-ahn (Han Hae-in) as she falls in love with her beautiful schoolmate, popular teen actor Yoon-seol (Han So-hee). Riding high on its artistic qualities, the film has been invited to a number of domestic and international film festivals, including the Jeonju International Film Festival last year and BFI Flare: London LGBTIQ+ Film Festival this year. ""Heavy Snow,"" which began production in 2019, has drawn attention as it marks the big-screen debut of widely beloved TV star Han So-hee, now 29, in a performance from her early days as an actor. The director of the film said Han So-hee had no second thoughts about making her film debut in a movie with LGBTQ+ themes. ""I think Han So-hee never viewed the fact that 'Heavy Snow' is a queer film as significant; we never discussed it at all,"" director Yun Su-ik said at a press conference in Yongsan, Seoul, Friday. Han So-hee was unable to attend due to personal scheduling conflicts. ""Instead, her focus was on the film's narrative tone and the essence of the characters within 'Heavy Snow,'"" he added. The director explained the film explores the restricted freedom individuals face as a result of their physical beauty. “We often hold specific expectations when we encounter someone beautiful, and tend to view them through the lens of stereotypes,” he said. “These factors can lead to feelings of depression and anxiety, restricting a person's freedom. Through this film, I wanted to throw the question (regarding such phenomenon to the audience).” Han Hae-in, a rising star in the indie film scene, has earned critical acclaim for her roles in ""Birth"" (2023) and ""Vestige"" (2022). She shared that she was drawn to the film by the intriguing qualities of her character, Soo-ahn. “Soo-ahn possesses a quiet inner strength despite her fragility, and such (dichotomy) compelled me to take on her role,” said the 35-year-old actor. “Soo-ahn is not someone who can be defined by a single quality — she reminds me of the ocean. I spent a lot of time thinking about how to give her the essence of the ocean, portraying her as a character who is boundless, impossible to define, and capable of infinite expansion,” added Han. ""Heavy Snow"" releases in local theaters Oct. 23.",https://wimg.heraldcorp.com/content/default/2024/10/11/20241011050640_0.jpg?type=h&h=240,hansohee
'Gyeongseong Creature Season 2': faster and ready to confront past,https://www.koreaherald.com/article/3482004,2024.09.25 15:26,"The second season of ""Gyeongseong Creature,"" one of Netflix Korea's largest projects, promises a faster pace as well as an exciting new plot and characters to address viewer comments about the slow pace of the first season, director Jung Dong-yoon said Wednesday. The first season of ""Gyeongseong Creature"" is set in 1945 Gyeongseong, where Chae-ok (Han So-hee) and Tae-sang (Park Seo-jun) uncover secret experiments intended to transform humans into monsters. The series draws heavily on the real-life atrocities of Unit 731, a division of the Imperial Japanese Army infamous for the human experiments it performed in the 1940s. In the show, this is reflected through the Japanese military's experiments to turn Koreans into monsters. In ""Gyeongseong Creature Season 2,"" the story picks up 79 years later, centering around Chae-ok who is now part-monster, part-human and gifted with eternal youth. She encounters Ho-jae (Park), a man who strikingly resembles her former lover, Tae-sang. Along with the entirely new setting, the second season also introduces two new key characters. Lee Moo-saeng portrays Captain Kuroko, leader of a secret agent team working for the company behind the 1945 experiments, while Bae Hyun-sung joins the cast as Seung-jo who, with the ability to use tentacles, is on a hunt for Ho-jae and Chae-ok. The director emphasized that a key difference between the first and second seasons is the pace at which the latter unfolds. “1945 was a difficult year to portray, and I aimed for a more subdued representation of the era (when producing) the first season,” director Jung said during a press conference in Yongsan-gu, Seoul, on Wednesday. ""However, there was a 79-year time jump in season two. Given the series' modern setting, I focused on establishing a greater sense of speed that aligns with the contemporary era, using various elements, including visuals and sound,"" he said. Despite ""Gyeongseong Creature"" having one of the highest-ever production costs for a Korean Netflix original -- reportedly around 70 billion won ($52 million) in total -- the first season received mixed reviews. Responding to the first season's lukewarm reception, Jung said that he carefully reviewed viewer feedback and integrated it into the development of the second season. ""By the time the first season was released, the editing for the second season had already been completed. (However), I watched the public's reactions ... and I felt it was important to take full responsibility and asked to edit the series again,"" said Jung. “I can’t predict how the response will turn out ... (nevertheless), as the director, I focused on incorporating a lot of the feedback into the second season and helping the viewers connect with the series,” he said. Through the ""Gyeongseong Creature"" series, Jung said he wanted to communicate the significance of remembering those who have harmed others. “I believe it’s crucial to reflect on those who caused pain (to others) and to confront them assertively, without bowing our heads. This was the original intention behind creating the drama,"" said Jung. ""Forgiveness and forgetting are not the same, and I wanted to share this perspective with people around the world,” he added. The first episode of ""Gyeongseong Creature Season 2"" will stream on Netflix on Friday.",https://wimg.heraldcorp.com/content/default/2024/09/25/20240925050523_0.jpg?type=h&h=240,hansohee
Netflix's 'The 8 Show' will navigate power structures within small society,https://www.koreaherald.com/article/3388233,2024.05.10 15:46,"Ryu Jun-yeol, Bae Sung-woo and star director Han speak about controversies related to private lives Director Han Jae-rim, who helmed numerous hit Korean flicks such as ""The Face Reader"" and ""The King,"" said he aimed to depict the power dynamics that arise when people group together in his latest Netflix original series ""The 8 Show"" -- which re-imagines the popular Korean webtoon ""Money Game"" and its sequel ""Pie Game."" The eight-part thriller series narrates the story of eight financially struggling individuals who take part in a mysterious show called ""The 8 Show."" On the show, the contestants must stay trapped in a building divided into eight floors. Each contestant receives more money the longer they decide to stay trapped. ""'The 8 Show' will explore the depths of human nature, rather than following the story of a heroic protagonist who ventures out to solve problems. Instead of portraying a simple dichotomy of good and evil, the series is more about the formation of power dynamics that arise when a small society is created,"" Han said during a press conference held in Jung-gu, Seoul, Friday. ""The 8 Show"" marks Han's debut as a series director. Han said while directing his first series, he strategically employed cliffhangers and attempted to maintain a rapid narrative pace. ""When audiences come to watch movies, they sit in a theater and make a tacit promise not to stop watching until the movie is over,"" said Han. ""However, you watch a series at home, and at your leisure. Therefore, I thought it was important to keep the series fast-paced and to leave the audience wanting more at the end of each episode. I also capitalized on the long running time of each episode to show each contestant's characters in depth, allowing viewers to pick their favorites based on their preferences,"" he said. Meanwhile, ""The 8 Show"" has been embroiled in a slew of controversies following a recent scandal surrounding a relationship between the series' male lead Ryu Jun-yeol and actor Han So-hee, as well as allegations regarding director Han's romantic relations with Lee Yul-eum, who appears as a participant in the ""The 8 Show."" The series also marks Bae Sung-woo's first appearance as a main character in a series since being suspended from appearing on broadcasting channels such as KBS and MBC. Bae was fined 7 million won ($5,120) for driving under the influence in 2021. ""Unrelated to my intentions, numerous posts emerged on social media about my private life. Instead of addressing each one individually, I deemed it best to maintain silence and endure the criticism,"" said Ryu. ""(Dating and breakups) are personal matters, so I will speak about them again in a place where I can share personal stories,"" said Ryu. Director Han denied the dating rumors involving him and Lee, who is 21 years younger than him. ""Staff may have thought that Lee and I were (in a romantic relationship) by seeing her come to the director's monitor and ask questions. I'm close with the actors here. But (the dating rumors) aren't true,"" said Han. With the press conference marking Bae's first official appearance in public since being charged with a DUI, Bae formally apologized to the public regarding concerns raised about his inclusion as a main cast member in the series. ""This work was made with the sweat and effort of many people, including the director, actors and production team,"" said Bae. ""Although my presence here was a disruption, I worked with the earnest hope that it wouldn't be,"" said Bae. All eight episodes of ""The 8 Show"" will be released on Netflix on May 17.",https://wimg.heraldcorp.com/content/default/2024/05/10/20240510050546_0.jpg?type=h&h=240,hansohee
[팟캐스트] (572) 2주 만에 막 내린 류준열·한소희 연애,https://www.koreaherald.com/article/3361892,2024.04.04 06:01,"진행자: 박준희, Ali Abbot Han So-hee, Ryu Joon-yeol part ways 2 weeks after going public with relationship 기사 요약: 배우 한소희와 류준열, 공개 연애 2주 만에 결별 [1] South Korean actors Han So-hee and Ryu Joon-yeol have decided to “go their own ways” after two tumultuous weeks surrounding the stars’ admissions of dating and accusations of impropriety in Ryu dating Han so soon after his breakup from his longtime partner, singer and actor Hyeri. * Go your own way: 서로 갈 길을 가다 * Tumultuous: 떠들썩한; 격동의 * Admissions: (특히 범행·잘못 등에 대한) 시인 * Impropriety: 부적절한; 부도덕한 행동 [2] Ryu and Han’s breakup surfaced Saturday night when Han uploaded a 2001 photo of Nicole Kidman that had been taken by paparazzi as she walked out of the court following her divorce from Tom Cruise. The photo has popularly been used to express feelings of freedom and liberation after ending a relationship. * Surfaced: 수면 위로 드러나다 * Following: (시간상으로) 그 다음의 * Express: (감정·의견 등을) 나타내다, 표현하다 * Liberation: 해방 [3] On March 16, Han wrote on her blog that she had started dating Ryu in early 2024 after he had ended his relationship with Hyeri in 2023. The blog post was just a few days after the new lovebirds were spotted at a hotel in Hawaii together. * End: 끝내다 * Lovebirds: 연인 * Spotted: 포착되다 [4] As accusations grew around Ryu and Han, Han stepped in to actively defend herself and Ryu, saying in a social media post that she’s “not a person who likes someone with a girlfriend, or allows him to like (her) while being a ‘friend,’ or becomes interested and gives meaning to a relationship with someone with a girlfriend.” * Accusation: 비난 * Step in: 개입하다 * Defend: 옹호하다 * Give meaning to: 의미부여하다 기사 원문: http://www.koreaherald.com/view.php?ud=20240331050085 [코리아헤럴드 팟캐스트 구독] 아이튠즈(아이폰):https://itunes.apple.com/kr/podcast/koliaheleoldeu-paskaeseuteu/id686406253?mt=2 네이버 오디오 클립(아이폰, 안드로이드 겸용): https://audioclip.naver.com/channels/5404 팟빵 (안드로이드): http://www.podbbang.com/ch/6638",https://wimg.heraldcorp.com/content/default/2024/04/02/20240402050877_0.jpg?type=h&h=240,hansohee
"Han So-hee, Ryu Joon-yeol part ways 2 weeks after going public with relationship",https://www.koreaherald.com/article/3357292,2024.03.31 13:37,"South Korean actors Han So-hee and Ryu Joon-yeol have decided to “go their own ways” after two tumultuous weeks surrounding the stars’ admissions of dating and accusations of impropriety in Ryu dating Han so soon after his breakup from his longtime partner, singer and actor Hyeri. Ryu and Han’s breakup surfaced Saturday night when Han uploaded a 2001 photo of Nicole Kidman that had been taken by paparazzi as she walked out of the court following her divorce from Tom Cruise. The photo has popularly been used to express feelings of freedom and liberation after ending a relationship. Ryu’s agency C-JeS Studio shortly after confirmed “the two have separated.” Han’s agency, 9ato Entertainment, commented to a local media outlet that the two ended their relationship after they “realized that their roles as actors were larger than simply exhausting emotions between the two.” “They promised not to waste energy and emotions on personal stories,” the agency said in explaining the reason behind the breakup. Han’s agency also apologized for “not being able to take care of the artist well,” admitting that Han’s way of communication had been “wrong.” On March 16, Han wrote on her blog that she had started dating Ryu in early 2024 after he had ended his relationship with Hyeri in 2023. The blog post was just a few days after the new lovebirds were spotted at a hotel in Hawaii together. But news reports surfaced that the two had been acquainted since November last year, around the same time Ryu was reported to have ended his seven-year relationship with Hyeri, igniting rumors that Ryu may have “transferred” to Han from Hyeri. A ""transfer"" in terms of dating is used in Korean to describe one moving from one romantic partner to another with no or minimal time between the two relationships, likening the act to switching subway lines or buses on one's daily commute. As accusations grew around Ryu and Han, Han stepped in to actively defend herself and Ryu, saying in a social media post that she’s “not a person who likes someone with a girlfriend, or allows him to like (her) while being a ‘friend,’ or becomes interested and gives meaning to a relationship with someone with a girlfriend.” Han added that she doesn’t “interfere” with other couple’s relationships, although she is a fan of the TV program “Exchange” -- referring to the reality dating show where former couples live in the same house and decide whether they want to get back together or move in with new people. This led Hyeri to officially release a statement that she had not met Ryu again after November – the month in which Han insisted that Ryu and Hyeri broke up. But Hyeri did not specify the time of her split from Ryu. The post has since been removed. Meanwhile, Ryu and Han were recently linked to possible participation in director Han Jae-rim’s new project, “Delusion,” an adaptation of a famous webtoon of the same title.",https://wimg.heraldcorp.com/content/default/2024/03/31/20240331050091_0.jpg?type=h&h=240,hansohee
'Transfer dating': Why dating without gap touches a nerve in Korea,https://www.koreaherald.com/article/3353178,2024.03.21 12:34,"Accusation of Ryu Jun-yeol's quick 'transfer' from Hyeri to Han So-hee evokes ill feelings Actors Ryu Jun-yeol and Han So-hee, newly announced lovebirds in the South Korean entertainment scene, recently vowed legal action against a barrage of what they say are malicious comments targeting their romance. In just three months, Han in particular went from being voted ""female celebrity most people want to spend Christmas with"" to losing endorsement deals. The mere accusation of ""hwanseung yeonae"" -- which roughly translates to ""transferring between dating partners"" -- can be damaging to celebrities whose careers depend on the public's affection for them. It was recently reported that Lotte Chilsung Beverage did not renew its marketing partnership with Han after it expired this month, and Nonghyup Bank did the same. Secondhand car sales platform Hey Dealer closed the comment section of its YouTube ad featuring the actor due to malicious comments against her. Fallout concerning Ryu -- the man at the center accused of the ""quick transfer"" -- has yet to significantly materialize beyond harsh online comments. It was reported Wednesday that multiple supporters of Greenpeace Korea have requested the organization drop him as an official ambassador. Greenpeace Korea told local daily Kukmin Ilbo that it is looking into the requests, adding it would ""do our best to find better ways to promote our campaigns.” Yet by nearly all indications, the love life of former media darling Han has led to her suddenly falling out of the public's favor. Actors embroiled in controversy Hwanseung yeonae is loosely defined among South Koreans as moving on from one romantic partner to another with no or minimal time between the relationships, likening the act to transferring between buses or subway trains on one's daily commute. The relatively short period between Ryu's relationship with Han and the termination of his prior relationship with singer and actor Hyeri, reported in November, resulted in the new couple being suspected of the detested form of dating. Last week, Han and Ryu were reported to be spotted at a hotel in Hawaii together, leading them to promptly admit to being in a romantic relationship. But reports have since showed that the two had been acquainted since November of last year, around the same time Ryu was reported to have ended his seven-year relationship with Hyeri. Upon reports of her ex-boyfriend's new girlfriend, Hyeri unfollowed Ryu on Instagram and cryptically wrote ""That's funny"" on her page. Han then apparently responded on her own Instagram page, ""That's funny, for me too,"" saying she does not fall for anyone who is dating someone else. Both posts have since been removed. Upon public scrutiny that followed, Han issued an official statement saying that she started dating Ryu early this year, and his relationship with Hyeri had actually ended early last year. She urged the public not to use the word ""hwanseung,"" admitting that she was irked by the accusation. On Monday, Hyeri wrote in an official statement that she and Ryu talked about ""discussing the matter further"" after reports of them going their separate ways emerged in November. She offered an apology for what she said was an emotional response, vowing to be more prudent in her actions and words. While Hyeri did not specify exactly when her relationship with Ryu ended, she added that she did not actually meet with Ryu again after November. By the admissions of both parties, it does not appear that Ryu's relationships with the two women overlapped, although many in the South Korean public still believe he should have taken more time before moving on out of respect for his long-term romantic partner. Why people get offended by 'transfer relationships' Surveys indicate that most South Koreans believe people should take some personal time between romantic relationships -- though the terms of that time and how long it should extend remain elusive. Matchmaking company Duo conducted a survey on 197 men and 215 women, in which 76 percent of respondents agreed that there does ""need to be a gap between romantic relationships."" Of the respondents, 40.3 percent said ""people need time to process their feelings about previous relationship,"" and 22.8 percent cited ""there are manners (for the other person) when breaking up."" When one's former romantic partner immediately started dating another person, 52.9 percent said they suspected hwanseung yeonae. An October survey by matchmaking company Gayeon with 217 men and 111 women showed that 57.1 percent of respondents thought ""I've fallen for another person"" was the worst comment possible in a breakup. It also showed that 35.1 percent thought the other person ""transferring"" to a new relationship was the most baffling situation when breaking up. Being accused of hwanseung yeonae can be detrimental to one's social life as well. A 27-year-old woman surnamed Kang said she once became embroiled in such a complicated relationship while attending university in the US. Her boyfriend had been involved in an on-again, off-again relationship with his previous partner, who had thought they were only on a temporary break. The boyfriend, who thought they were broken up for good, went on to date Kang. The incident led to her friends pointing fingers and casting her out of the social group, accusing her of impropriety. As in the case of Kang, many incidents of hwanseung yeonae occur when two people are not on the same page in their relationship. Han Won-jeong, a manager for Gayeon, explained that much of the friction in a breakup derives from two people having different feelings toward each other. ""When the two people's stance (toward the relationship) is not the same, breaking up can be more difficult. A breakup involving a third party can be more shocking, but it could also lead to him or her letting go more quickly,"" Han said. For many people, the reason they take issue with hwanseung yeonae is that they suspect the foundation for the new relationship had been laid in the ruins of the previous relationship, even if the person did not cheat outright. This, they believe, shows a lack of respect for a person they once claimed to care for. “When my boyfriend starts dating immediately after we’ve broken up, I have to wonder if that relationship hadn’t already been started,” said 32-year-old Kim Hee-won, who experienced what she suspected was a “transfer” on her ex-boyfriend’s part. “When you end a relationship, particularly one that has continued for years, I think it takes some time to recover. Not needing such recovery time leads me to suspect that the relationship wasn’t so devoted after all.”",https://wimg.heraldcorp.com/content/default/2024/03/21/20240321050519_0.jpg?type=h&h=240,hansohee
"Ryu Joon-yeol, Han So-hee confirm dating since early 2024",https://www.koreaherald.com/article/3349806,2024.03.17 14:51,"The admission by South Korean actors Ryu Joon-yeol and Han So-hee Saturday that they have been in a relationship since early this year has led to mixed reactions from the public, with some speculating that Ryu had met Han before breaking up with Hyeri, a popular singer-turned-actor. Ryu and Hyeri starred in the hit 2015 TVN drama “Reply 1988” and began dating in 2017. Han wrote on her blog on Saturday that she started dating Ryu after he had ended his relationship with Hyeri. “The two broke up in early 2023 and the news about their parting first came out in November,” she wrote. In a separate comment, she added that she did not personally hear about the exact date of Ryu's breakup with his ex, but she guessed as much based on an article published in June 2023. At the end of the blog post, Han also wrote that she would like to apologize to Hyeri, regarding the comments she uploaded on her Instagram story. In the story Han uploaded earlier, she said that she’s “not a person who likes someone with a girlfriend, or allows him to like (her) while being a ‘friend,’ or become interested and give meaning to a relationship with someone with a girlfriend.” She added that she doesn’t “interfere” with other couple’s relationships, although she is a fan of the TV program “Exchange” – referring to the reality dating show where former couples live in the same house and decide whether they want to get back together or move in with new people. “It’s very interesting for me as well,” Han also wrote, a sarcastic comment targeting Hyeri, who earlier uploaded a post on her personal social media account which said “it’s very interesting,” after the news came out that Ryu and Han were spotted together in Hawaii. Ryu’s agency C-JeS Studio said in a statement that Ryu and Han met after he broke up with Hyeri. “We would like to ask for your understanding once again as his personal rights have been seriously violated with unnecessary misunderstandings and speculations over the past couple of days just because we did not confirm his relationship status,"" the statement said. The agency also vowed to take legal action against malicious comments and insulting posts. Meanwhile, it had been reported earlier that Ryu and Han were reviewing possible participation in director Han Jae-rim’s new project “Delusion” (direct translation), an adaptation of a famous webtoon of the same title.",https://wimg.heraldcorp.com/content/default/2024/03/17/20240317050088_0.jpg?type=h&h=240,hansohee
"Ryu Jun-yeol, Han So-hee spotted together in Hawaii; agencies decline to confirm dating rumors",https://www.koreaherald.com/article/3348907,2024.03.15 16:07,"South Korean actors Ryu Jun-yeol and Han So-hee have been spotted on vacation at the same hotel in Hawaii, but both the actors' agencies on Friday declined to confirm rumors that the two are dating. According to posts on social media, Han and Ryu were reportedly seen vacationing together at a luxury hotel swimming pool in Hawaii. Amid the circling dating rumors, Ryu's agency released an official announcement. ""It is true that Ryu is staying in Hawaii for photography work. We kindly ask (the public) to respect the actor's (privacy) on his trip. In the future, (CJes Studios) will not respond to every rumor that comes from (the public) witnessing actors' private lives,"" read the statement by CJes Studios. 9 Ato Entertainment, the agency representing Han, said via local media outlets that ""it is true that Han went on a vacation to Hawaii with close female friends, but regarding the rest, we kindly request understanding (in declining to respond to any dating rumors) as it falls within the range of (Han's) privacy."" Currently, Han and Ryu are reportedly reviewing lead roles in a drama series titled ""Delusion,"" which narrates the story of an artist who takes on the task of drawing the portrait of an alluring woman.",https://wimg.heraldcorp.com/content/default/2024/03/15/20240315050556_0.jpg?type=h&h=240,hansohee
